HUB ID,Location,Name,Sitewide?,Affected item,Additional Elements,Component,Description of item/issue,WCAG Guideline,Affected Users,Recommended Fix,Priority,Issue Resolved Date,Category,Category ID,Common Issue ID,Allyant Status,Client Status,Client Sprint,Client Release,Client Assignee,Client Source ID,Ready for QA,High Risk,Last Comment,Last Comment Timestamp,Last Comment Email,Created Session,Last Updated Session,Last Screenshot Link,All Screenshots,Issue Link,Related Knowledge Base Articles
264,https://app-us3.e-builder.net/da2/Projects/ProjectDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce},Project Details,"","""Processes"" tab > table","",Main Projects,This component was audited previously.,"1.1.1 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A)","Visual,Cognitive,Motor / Dexterity","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Main Projects (Table)](/project_components/66444) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007354,https://hub.accessible360.com/screenshots/2007354,https://hub.accessible360.com/issues/702967/edit,https://hub.accessible360.com/kb/articles/1186
265,https://app-us3.e-builder.net/da2/Projects/ProjectDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce},Project Details,Yes,"For example: ""Settings"" tab > ""E-Builder Sync Settings"" > ""Copy to clipboard"" on hover","",Color and Contrast,This color combination does not meet the minimum color contrast required by the WCAG. The combination of blue (#009AD9) and white (#FFFFFF) only has a contrast ratio of 3.17:1.,1.4.3 (WCAG 2.0 AA),Visual,"The visual presentation of all instances of text & images of text presented in this color combination — across the entire site — should be modified to have a contrast ratio of at least 4.5:1. Larger text with a size of at least 18pt (24px or 1.5em), or 14pt (18.66px or 1.2em) and bold (font-weight: 700 or more), only requires a minimum contrast ratio of 3:1.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,19,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007376,https://hub.accessible360.com/screenshots/2007376,https://hub.accessible360.com/issues/702969/edit,"https://hub.accessible360.com/kb/articles/132, https://hub.accessible360.com/kb/articles/862, https://hub.accessible360.com/kb/articles/864, https://hub.accessible360.com/kb/articles/1354"
1044,https://app-us3.e-builder.net/da2/Projects/ProjectDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce},Project Details,"","""Details"" > From ""Export Address Book"" to ""Cancel""","",,Elements that are marked up as buttons but function as links can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a link. Alternatively, give each element a `role=""link""` attribute. ",Warning,,Links,108,804,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2020759,https://hub.accessible360.com/screenshots/2020759,https://hub.accessible360.com/issues/708921/edit,""
266,https://app-us3.e-builder.net/da2/Projects/ProjectExportAddressBook.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Export Address Book Popup,"","""Export"" and ""Cancel""","",,Focus indicators for actionable elements must be present and meet contrast requirements.,"1.4.11 (WCAG 2.1 AA), 2.4.7 (WCAG 2.0 AA)","Cognitive,Motor / Dexterity,Visual","A focus indicator must always be visible and have at least 3:1 contrast.

It is best to intentionally style the focus indicator for all links, buttons, fields, etc. We encourage you to change the shape somehow (add a border, box, underline, etc.) as well as choose a color that has sufficient contrast with either the background of the page (if placed outside of the element) or the element itself (if placed inside of the element).

",Critical,,Focus,2,1037,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007377,https://hub.accessible360.com/screenshots/2007377,https://hub.accessible360.com/issues/702970/edit,"https://hub.accessible360.com/kb/articles/44, https://hub.accessible360.com/kb/articles/863, https://hub.accessible360.com/kb/articles/1360"
267,https://app-us3.e-builder.net/da2/Projects/ProjectExportAddressBook.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Export Address Book Popup,"","""Choose a File format""","",,Text that functions as a heading should be marked up as such.,"1.3.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA)","Cognitive,Visual","Mark this text up as a heading.

Headings provide structure for screen reader users. When marking text up as a heading, verify that the page maintains a logical outline structure. For example; 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.",Serious,,Headings,106,15,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007378,https://hub.accessible360.com/screenshots/2007378,https://hub.accessible360.com/issues/702971/edit,"https://hub.accessible360.com/kb/articles/63, https://hub.accessible360.com/kb/articles/1313"
268,https://app-us3.e-builder.net/da2/Projects/ProjectExportAddressBook.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Export Address Book Popup,"",Radio buttons,"",,All form fields must be properly labeled.,3.3.2 (WCAG 2.0 A),"Cognitive,Motor / Dexterity,Visual","Ensure all form fields have a visible label (typically via a `<label>` tag) which is properly associated with its field (via the `for` attribute, which takes the value of the `id` from the form field).",Serious,,Forms,105,10,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007379,https://hub.accessible360.com/screenshots/2007379,https://hub.accessible360.com/issues/702972/edit,"https://hub.accessible360.com/kb/articles/48, https://hub.accessible360.com/kb/articles/1093"
269,https://app-us3.e-builder.net/da2/Projects/ProjectExportAddressBook.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Export Address Book Popup,"",Radio buttons,"",,Radio button sets must have fieldsets and legends.,"1.3.1 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A)",Visual,"Wrap each radio button set in a fieldset and wrap the text labeling each set of radio buttons in a `<legend>` tag. Ensure that the `<legend>` tag is the first child of the `<fieldset>` that it labels.

If this radio button set has been [created using custom elements](https://hub.accessible360.com/kb/articles/525#heading-checkboxes-and-radio-buttons-with-custom-elements) and ARIA, it will be necessary to use `role=""radiogroup""` and `aria-label`/`aria-labelledby` attributes instead.",Serious,,Forms,105,49,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007380,https://hub.accessible360.com/screenshots/2007380,https://hub.accessible360.com/issues/702973/edit,https://hub.accessible360.com/kb/articles/117
270,https://app-us3.e-builder.net/da2/Projects/ProjectExportAddressBook.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Export Address Book Popup,"",Radio buttons wrapper,"",,"When content is marked up as a table, but is not semantically a table, it can be confusing for screen reader users.",4.1.2 (WCAG 2.0 A),Visual,"Preferably remove the `<table>` wrapping this content.

Less preferably, add the attribute `role=""presentation""` to the `<table>` tag. Ensure that the content is responsive so that it does not require horizontal scrolling.",Serious,,Tables,114,30,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007382,https://hub.accessible360.com/screenshots/2007382,https://hub.accessible360.com/issues/702975/edit,"https://hub.accessible360.com/kb/articles/30, https://hub.accessible360.com/kb/articles/1094"
1045,https://app-us3.e-builder.net/da2/Projects/ProjectExportAddressBook.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Export Address Book Popup,"","""Choose a File format"" > Each radio button ""This option (will) generate..."" description","",,Instructions that are not programmatically associated with their relevant form fields may not be available to screen reader users.,"1.3.1 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A)",Visual,"Associate the instructions with their relevant form fields via the `aria-describedby` attribute. The `aria-describedby` attribute should be placed on the relevant form field, and should be assigned the `id` of the instructions to be associated. If the field is described by more than one element, you can set the `aria-describedby` attribute to a space separated list of `id` values.",Serious,,Forms,105,333,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2020826,https://hub.accessible360.com/screenshots/2020826,https://hub.accessible360.com/issues/708971/edit,https://hub.accessible360.com/kb/articles/711
271,https://app-us3.e-builder.net/da2/Projects/ProjectPrintDirectory.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Printable Participants Directory,"","""Print""","",,Focus indicators for actionable elements must be present and meet contrast requirements.,"1.4.11 (WCAG 2.1 AA), 2.4.7 (WCAG 2.0 AA)","Cognitive,Motor / Dexterity,Visual","A focus indicator must always be visible and have at least 3:1 contrast.

It is best to intentionally style the focus indicator for all links, buttons, fields, etc. We encourage you to change the shape somehow (add a border, box, underline, etc.) as well as choose a color that has sufficient contrast with either the background of the page (if placed outside of the element) or the element itself (if placed inside of the element).

",Critical,,Focus,2,1037,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007386,https://hub.accessible360.com/screenshots/2007386,https://hub.accessible360.com/issues/702977/edit,"https://hub.accessible360.com/kb/articles/44, https://hub.accessible360.com/kb/articles/863, https://hub.accessible360.com/kb/articles/1360"
272,https://app-us3.e-builder.net/da2/Projects/ProjectPrintDirectory.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Printable Participants Directory,"",Table wrapping main content,"",,"When content is marked up as a table, but is not semantically a table, it can be confusing for screen reader users.",4.1.2 (WCAG 2.0 A),Visual,"Preferably remove the `<table>` wrapping this content.

Less preferably, add the attribute `role=""presentation""` to the `<table>` tag. Ensure that the content is responsive so that it does not require horizontal scrolling.",Serious,,Tables,114,30,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007393,https://hub.accessible360.com/screenshots/2007393,https://hub.accessible360.com/issues/702978/edit,"https://hub.accessible360.com/kb/articles/30, https://hub.accessible360.com/kb/articles/1094"
273,https://app-us3.e-builder.net/da2/Projects/ProjectPrintDirectory.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Printable Participants Directory,"",Directory member's name,"",,Text that functions as a heading should be marked up as such.,"1.3.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA)","Cognitive,Visual","Mark this text up as a heading.

Headings provide structure for screen reader users. When marking text up as a heading, verify that the page maintains a logical outline structure. For example; 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.",Serious,,Headings,106,15,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007402,https://hub.accessible360.com/screenshots/2007402,https://hub.accessible360.com/issues/702979/edit,"https://hub.accessible360.com/kb/articles/63, https://hub.accessible360.com/kb/articles/1313"
274,https://app-us3.e-builder.net/da2/Projects/ProjectPrintDirectory.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Printable Participants Directory,"",Directory member's name > description lists,"",,Content that functions as a list should be indicated as such to screen reader users.,1.3.1 (WCAG 2.0 A),Visual,"When a series of similar items is grouped together in a meaningful or deliberate way, this should be conveyed to screen reader users.

Use standard HTML to mark up all such content as a list. Ensure that the list items are the direct children of the wrapping `<ol>`, `<ul>`, or `<dl>` tag. ",Warning,,Lists,109,17,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007403,https://hub.accessible360.com/screenshots/2007403,https://hub.accessible360.com/issues/702980/edit,"https://hub.accessible360.com/kb/articles/64, https://hub.accessible360.com/kb/articles/1314"
275,https://app-us3.e-builder.net/da2/Projects/ProjectPrintDirectory.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Printable Participants Directory,"",Directory member's name > email,"",,Email addresses should be marked up as links.,N/A (UX),UX,"When email addresses are marked up as `mailto` links, it reduces the number of steps a user has to go through to be able to contact your organization. This is especially helpful for individuals with limited mobility or touchscreen users. Mark each up as a `mailto` link.",Warning,,Links,108,327,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007405,https://hub.accessible360.com/screenshots/2007405,https://hub.accessible360.com/issues/702981/edit,https://hub.accessible360.com/kb/articles/422
276,https://app-us3.e-builder.net/da2/Projects/ProjectPrintDirectory.aspx?PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce,Printable Participants Directory,"",Directory member's name > phone,"",,Telephone numbers should be marked up as links.,N/A (UX),UX,"When phone numbers are marked up as tel links, it reduces the number of steps a user has to go through to be able to contact your organization. This is especially helpful for individuals with limited mobility or those who use touch-to-dial on their tablets or touchscreen computers. Mark each up as a tel link. Be sure to use the E.164 format for the phone number in the `href` attribute. E.164 numbers are formatted in the following manner: [+] [country code] [phone number including area code]. For example, `<a href=""tel:+16128675309"">612-867-5309</a>`.",Warning,,Links,108,326,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007406,https://hub.accessible360.com/screenshots/2007406,https://hub.accessible360.com/issues/702982/edit,https://hub.accessible360.com/kb/articles/422
277,https://app-us3.e-builder.net/da2/Controls/AddNotes.aspx?QS=i3HYl8+menlMt6+kP4oeQvJevmkpwq3z4nSUpLZDZnBK9cPLJYYwP2Bt5t9nv+vwl1YermA6CYhYg1kUSVgCbWYSctXjY1fNCoveKlJumsPvIDsShwpFWUmBtrYwXIvqlVkTwfTy3L7lvwBHHZHs/ESJGw245qAlhNYDFP8RRUE2fbdPHtu8+VZweZC0VP8mc3/DNc+lETrR3VxV4fv5MQ==,Project Details | Notes | Add Note,"","""Save"" and ""Cancel""","",,Focus indicators for actionable elements must be present and meet contrast requirements.,"1.4.11 (WCAG 2.1 AA), 2.4.7 (WCAG 2.0 AA)","Cognitive,Motor / Dexterity,Visual","A focus indicator must always be visible and have at least 3:1 contrast.

It is best to intentionally style the focus indicator for all links, buttons, fields, etc. We encourage you to change the shape somehow (add a border, box, underline, etc.) as well as choose a color that has sufficient contrast with either the background of the page (if placed outside of the element) or the element itself (if placed inside of the element).

",Critical,,Focus,2,1037,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007408,https://hub.accessible360.com/screenshots/2007408,https://hub.accessible360.com/issues/702983/edit,"https://hub.accessible360.com/kb/articles/44, https://hub.accessible360.com/kb/articles/863, https://hub.accessible360.com/kb/articles/1360"
278,https://app-us3.e-builder.net/da2/Controls/AddNotes.aspx?QS=i3HYl8+menlMt6+kP4oeQvJevmkpwq3z4nSUpLZDZnBK9cPLJYYwP2Bt5t9nv+vwl1YermA6CYhYg1kUSVgCbWYSctXjY1fNCoveKlJumsPvIDsShwpFWUmBtrYwXIvqlVkTwfTy3L7lvwBHHZHs/ESJGw245qAlhNYDFP8RRUE2fbdPHtu8+VZweZC0VP8mc3/DNc+lETrR3VxV4fv5MQ==,Project Details | Notes | Add Note,"",Tables wrapping action buttons and form fields,"",,"When content is marked up as a table, but is not semantically a table, it can be confusing for screen reader users.",4.1.2 (WCAG 2.0 A),Visual,"Preferably remove the `<table>` wrapping this content.

Less preferably, add the attribute `role=""presentation""` to the `<table>` tag. Ensure that the content is responsive so that it does not require horizontal scrolling.",Serious,,Tables,114,30,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007410,https://hub.accessible360.com/screenshots/2007410,https://hub.accessible360.com/issues/702984/edit,"https://hub.accessible360.com/kb/articles/30, https://hub.accessible360.com/kb/articles/1094"
279,https://app-us3.e-builder.net/da2/Controls/AddNotes.aspx?QS=i3HYl8+menlMt6+kP4oeQvJevmkpwq3z4nSUpLZDZnBK9cPLJYYwP2Bt5t9nv+vwl1YermA6CYhYg1kUSVgCbWYSctXjY1fNCoveKlJumsPvIDsShwpFWUmBtrYwXIvqlVkTwfTy3L7lvwBHHZHs/ESJGw245qAlhNYDFP8RRUE2fbdPHtu8+VZweZC0VP8mc3/DNc+lETrR3VxV4fv5MQ==,Project Details | Notes | Add Note,"",Notes table,"",Notes,This component was audited previously.,"1.1.1 (WCAG 2.0 A), 1.3.1 (WCAG 2.0 A)",Visual,"We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Notes (Table)](/project_components/66451) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007411,https://hub.accessible360.com/screenshots/2007411,https://hub.accessible360.com/issues/702985/edit,https://hub.accessible360.com/kb/articles/1186
280,https://app-us3.e-builder.net/da2/Controls/AddNotes.aspx?QS=i3HYl8+menlMt6+kP4oeQvJevmkpwq3z4nSUpLZDZnBK9cPLJYYwP2Bt5t9nv+vwl1YermA6CYhYg1kUSVgCbWYSctXjY1fNCoveKlJumsPvIDsShwpFWUmBtrYwXIvqlVkTwfTy3L7lvwBHHZHs/ESJGw245qAlhNYDFP8RRUE2fbdPHtu8+VZweZC0VP8mc3/DNc+lETrR3VxV4fv5MQ==,Project Details | Notes | Add Note,"","""Note"" textarea and ""Private"" checkbox","",,All form fields must be properly labeled.,3.3.2 (WCAG 2.0 A),"Cognitive,Motor / Dexterity,Visual","Ensure all form fields have a visible label (typically via a `<label>` tag) which is properly associated with its field (via the `for` attribute, which takes the value of the `id` from the form field).",Serious,,Forms,105,10,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007412,https://hub.accessible360.com/screenshots/2007412,https://hub.accessible360.com/issues/702986/edit,"https://hub.accessible360.com/kb/articles/48, https://hub.accessible360.com/kb/articles/1093"
285,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"","""Print"" to ""Cancel""","""Documents"" and ""Attached forms"" tabs > action buttons, ""Browse e-builder"" and ""Browse Computer""",,Focus indicators for actionable elements must be present and meet contrast requirements.,"1.4.11 (WCAG 2.1 AA), 2.4.7 (WCAG 2.0 AA)","Cognitive,Motor / Dexterity,Visual","A focus indicator must always be visible and have at least 3:1 contrast.

It is best to intentionally style the focus indicator for all links, buttons, fields, etc. We encourage you to change the shape somehow (add a border, box, underline, etc.) as well as choose a color that has sufficient contrast with either the background of the page (if placed outside of the element) or the element itself (if placed inside of the element).

",Critical,,Focus,2,1037,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007432,"https://hub.accessible360.com/screenshots/2007480, https://hub.accessible360.com/screenshots/2007432",https://hub.accessible360.com/issues/702992/edit,"https://hub.accessible360.com/kb/articles/44, https://hub.accessible360.com/kb/articles/863, https://hub.accessible360.com/kb/articles/1360"
286,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"",All tables on the page,"",,"When content is marked up as a table, but is not semantically a table, it can be confusing for screen reader users.",4.1.2 (WCAG 2.0 A),Visual,"Preferably remove the `<table>` wrapping this content.

Less preferably, add the attribute `role=""presentation""` to the `<table>` tag. Ensure that the content is responsive so that it does not require horizontal scrolling.",Serious,,Tables,114,30,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007437,https://hub.accessible360.com/screenshots/2007437,https://hub.accessible360.com/issues/702994/edit,"https://hub.accessible360.com/kb/articles/30, https://hub.accessible360.com/kb/articles/1094"
287,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"","All form fields, select dropdowns and checkboxes on the page","",,All form fields must be properly labeled.,3.3.2 (WCAG 2.0 A),"Cognitive,Motor / Dexterity,Visual","Ensure all form fields have a visible label (typically via a `<label>` tag) which is properly associated with its field (via the `for` attribute, which takes the value of the `id` from the form field).",Serious,,Forms,105,10,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007438,https://hub.accessible360.com/screenshots/2007438,https://hub.accessible360.com/issues/702995/edit,"https://hub.accessible360.com/kb/articles/48, https://hub.accessible360.com/kb/articles/1093"
288,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"",Form fields with an asterisk,"",,"When an asterisk is used as a symbol, but the meaning of the symbol is not defined, it can cause confusion for some users.",3.3.2 (WCAG 2.0 A),Cognitive,"Define the meaning of the asterisks at the start of the form. For example, add text that says: ""* indicates a required field"" or similar.",Warning,,Forms,105,200,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007439,https://hub.accessible360.com/screenshots/2007439,https://hub.accessible360.com/issues/702996/edit,https://hub.accessible360.com/kb/articles/583
289,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"",All required form fields,"",,Form fields that are required must be programmatically indicated to screen reader users. ,3.3.2 (WCAG 2.0 A),"Motor / Dexterity,Visual","Preferably, the `required` attribute should be used or less preferred, use an `aria-required` attribute.",Serious,,Forms,105,13,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007442,https://hub.accessible360.com/screenshots/2007442,https://hub.accessible360.com/issues/702997/edit,"https://hub.accessible360.com/kb/articles/118, https://hub.accessible360.com/kb/articles/1093"
290,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"","""Date due"" > calendar button","",,Elements that are marked up as links but function as buttons can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a `<button>`. 

Alternatively, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.

",Warning,,Buttons,98,28,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007444,https://hub.accessible360.com/screenshots/2007444,https://hub.accessible360.com/issues/702998/edit,https://hub.accessible360.com/kb/articles/71
291,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"","""Date due"" > calendar button","",,Elements that control expandable content must be indicated to screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Add an `aria-controls` attribute to each element that controls expandable content and set the value of that attribute to equal the `id` of the tag that wraps the expanded content. Also add an `aria-expanded=""true""` attribute to that same control element when content is expanded, and `aria-expanded=""false""` otherwise.",Serious,,Expandable content,104,59,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007445,https://hub.accessible360.com/screenshots/2007445,https://hub.accessible360.com/issues/702999/edit,"https://hub.accessible360.com/kb/articles/97, https://hub.accessible360.com/kb/articles/529"
292,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"","""Date due"" > calendar button > calendar","",,"Calendar / datepicker popups may present challenges to keyboard and screen reader users, but this is mitigated when users can still enter a date using the associated text field.","2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Since a mechanism is available for screen reader and keyboard users to enter a date, this functionality can be used by disabled users. However, we would encourage you to investigate the possibility of making the datepicker accessible as well to provide a more equivalent experience. See the associated article for more details on how to accomplish this. ",Warning,,General,7,456,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007449,https://hub.accessible360.com/screenshots/2007449,https://hub.accessible360.com/issues/703002/edit,https://hub.accessible360.com/kb/articles/435
293,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"","""CC"" multiselect","",Roles,This complex content requires a consultation.,"1.3.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Auditory,Cognitive,Motor / Dexterity,Visual","Due to the complex nature and functionality of this content, a consultation call will be necessary to determine the best approach to making this accessible.

The main accessibility issue is that keyboard and screen reader users are unable to trigger the view that mouse users can when double clicking on the fields. 

Please reach out to your Allyant Customer Success Manager to set up a consultation to discuss remediation options. 


",Critical,,General,7,736,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007460,https://hub.accessible360.com/screenshots/2007460,https://hub.accessible360.com/issues/703003/edit,""
294,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"","""CC"" multi selects","",Roles,It may not be clear to screen reader users how to interact with this complex form.,1.3.1 (WCAG 2.0 A),Visual,"Add screen-reader-only text as the first child element of this form field that succinctly and accurately describes the available functionality. 

Associate the instructions with their relevant form fields via the `aria-describedby` attribute. The `aria-describedby` attribute should be placed on the relevant form field, and should be assigned the `id` of the instructions to be associated. If the field is described by more than one element, you can set the `aria-describedby` attribute to a space separated list of `id` values.",Serious,,Carousels,100,,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007473,https://hub.accessible360.com/screenshots/2007473,https://hub.accessible360.com/issues/703008/edit,""
